"Rec No"	"Log:Obj Id"	"Log:Set No"	"Log:Condition"	"Log:Retval"	"Log:Unconditional"	"Log:Action"	"Log:Source"	"Log:Csource"	"Log:Flag1"	"Log:Flag2"	"Log:Flag3"	"Log:Filler"	"Log:Exlong"	"Log:User"	"Log:Date"
        3882	"P0072"	      5	"(~A9100V != "" AND ~P9020V !="" AND ~P9005G != "") AND ~A9100V = 5"	""County Criminal Court at Law Number " & ~P9020V & " of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,105"
        3885	"PB062"	      1	"~AB028V != 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"AL"	"        74,446"
        3886	"PE098"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,446"
        3887	"IB006"	      1	"~AB028V = 1"	"~P1408G & ", Defendant,""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,446"
        3888	"IB006"	      2	"~AB028V = 2"	"~PB062V & ", Movant,""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,446"
        3889	"IB008"	      1	"~AB028V = 1"	""Defendant""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,446"
        3890	"IB008"	      2	"~AB028V = 2"	""Movant""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,446"
        3891	"DE010"	      1	"~AE012V != "Y""	"EE010V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,446"
        3892	"IE010"	      1	"~AE014V = 1"	""in person""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,446"
        3893	"IE010"	      2	"~AE014V = 2"	""by phone""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,446"
        3894	"DB124"	      1	"~AB030V != 1"	"EB124V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,446"
        3895	"DB126"	      1	"~AB030V != 2"	"EB126V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,446"
        3896	"AB032"	      1	"~AB030V != "N""		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"tdy"	"        79,341"
        3897	"DB128"	      1	"~AB032V = 3"	"EB128V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3898	"DB130"	      1	"~AB032V != 1"	"EB130V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3899	"DB132"	      1	"~AB032V != 2"	"EB132V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3900	"DB134"	      1	"~AB032V != 3"	"EB134V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3905	"IB010"	      1	"~AB028V = 1"	"~P1408G"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3906	"IB010"	      2	"~AB028V = 2"	"~PB062V"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3907	"M7000"	     80	"SEL:DOC_NO = "DOC29015""	""Motion for Forensic DNA Testing""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3908	"DB136"	      1	"ASM("DOC29016")"	"EB136V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,447"
        3910	"M7000"	     93	"SEL:DOC_NO = "DOC32051""	""Petition of Appeal from Driver's License Suspension""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,447"
        3911	"PE114"	      1	"~P1420G != """	"~P1420G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,447"
        3912	"DE012"	      1	"~AE016V !INC 1"	"EE012V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,448"
        3913	"DE014"	      1	"~AE016V !INC 2"	"EE014V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,448"
        3914	"DE016"	      1	"~AE016V !INC 3"	"EE016V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,448"
        3915	"DE018"	      1	"~AE016V !INC 4"	"EE018V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,448"
        3916	"DE020"	      1	"~AE016V !INC 5"	"EE020V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,448"
        3917	"LE018"	      1	"LOOP() <= ~AE018V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"WM"	"        74,448"
        3918	"D9141"	      1	"~AD000V !INC 11"	"E9141V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,448"
        3919	"AD015"	      2	"~AD000V != """	"~AD000V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,448"
        3920	"M7000"	     94	"SEL:DOC_NO = "DOC32052""	""Motion to Dismiss License Suspension/Revocation""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,449"
        3921	"PE126"	      1	"~PE122V != """	"~PE122V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,449"
        3923	"PE124"	      1	"~PE122V != """	"~PE122V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,449"
        3924	"A0293"	      3	"~A9100V = 9"	3	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,450"
        3925	"A0293"	      4	"~A9100V = 10"	4	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,450"
        3926	"DE022"	      1	"~AE020V != 1"	"EE022V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,450"
        3927	"DE024"	      1	"~AE020V != 2"	"EE024V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,450"
        3928	"I2343"	      3	"~A2353V = 3"	""the County Court at Law of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        3929	"DE026"	      1	"~AE022V = 2"	"EE026V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,456"
        3931	"I2343"	      4	"~A2353V = 4"	""the County Criminal Court at Law Number ~P9020V of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        3932	"DE028"	      1	"~AE022V = 1"	"EE028V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,456"
        3933	"IE012"	      1	"~AE022V = 3"	"", and ""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,456"
        3934	"PE128"	      1	"~PB048V != """	"~PB048V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,450"
        3935	"A6102"	      1	"ASM("DOC0230")"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,450"
        3936	"A6102"	      2	"~A9100V !> 5"	"~A9100V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,455"
        3937	"I9003"	      4	"~A9100V = 4"	""County Court at Law of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,454"
        3938	"I9003"	      5	"~A9100V = 5"	""County Criminal Court at Law Number ~P9020V of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        3939	"I9012"	      4	"~A9100V = 4"	""County Court at Law of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,454"
        3940	"I9012"	      5	"~A9100V = 5"	""County Criminal Court at Law Number ~P9020V of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        3941	"I9994"	      4	"~A9100V = 4"	""in the County Court at Law of ~P9005G County, Texas""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,454"
        3942	"I9994"	      5	"~A9100V = 5"	""in the County Criminal Court at Law Number ~P9020V of ~P9005G County, Texas""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        3943	"I9995"	      4	"~A9100V = 4"	""County Court at Law of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,454"
        3944	"I9995"	      5	"~A9100V = 5"	""County Criminal Court at Law Number ~P9020V of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        3946	"I9996"	      4	"~A9100V = 4"	""Cause ~P5604G, styled 'The State of Texas v. ~P1408G' in the County Court at Law of ~P9005G County, Texas""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,453"
        3947	"I9996"	      5	"~A9100V = 5"	""Cause ~P5604G, styled 'The State of Texas v. ~P1408G' in the County Criminal Court at Law Number ~P9020V of ~P9005G County, Texas""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        3948	"P8208"	      6	"(~A9100V != "" AND ~P9005G != "") AND ~A9100V = 4"	""the County Court at Law of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,105"
        3949	"P8208"	      7	"(~A9100V != "" AND ~P9020V !="" AND ~P9005G != "") AND ~A9100V = 5"	""the County Criminal Court at Law Number " & ~P9020V & " of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,105"
        3950	"P8908"	      4	"(~A9100V != "" AND ~P9005G != "") AND ~A9100V = 4"	""the County Court at Law of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,105"
        3951	"P8908"	      5	"(~A9100V != "" AND ~P9005G != "") AND ~A9100V = 5"	""the County Criminal Court at Law Number " & ~P9020V & " of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,105"
        3952	"P9706"	      4	"(~A9100V != "" AND ~P9005G != "") AND ~A9100V = 4"	""the County Court at Law of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,109"
        3953	"P9706"	      5	"(~A9100V != "" AND ~P9020V !="" AND ~P9005G != "") AND ~A9100V = 5"	""the County Criminal Court at Law Number " & ~P9020V & " of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,109"
        3954	"AB034"	      1	"~AD020V != """	"~AD020V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,455"
        3962	"DB138"	      1	"~AB034V !INC 6"	"EB138V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,456"
        3965	"I8998"	      3	"~AE024V = 3"	""captio14""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3966	"I8998"	      4	"~AE024V = 4"	""captio15""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3969	"P9779"	      5	"(~AE024V != "" AND ~P9005G != "") AND ~AE024V = 3"	""County Court at Law of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,109"
        3970	"P9779"	      6	"(~AE024V != "" AND ~P9020V !="" AND ~P9005G != "") AND ~AE024V = 4"	""County Criminal Court at Law Number " & ~P9020V & " of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,109"
        3971	"IB012"	      1	"~AB036V = 1"	""the Department of Public Safety""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,457"
        3972	"PB066"	      1	"~AB036V = 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"AL"	"        74,457"
        3973	"IB012"	      2	"~AB036V = 2 OR ~AB036V = 3"	"~PB066V"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,457"
        3974	"DB140"	      1	"~AB036V != 3"	"EB140V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,460"
        3975	"I8998"	      1	"~AE024V = 1"	""caption9""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3976	"I8998"	      2	"~AE024V = 2"	""caption2""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3977	"A2353"	      1	"~A9100V != "" AND ~A9100V = 2"	1	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,104"
        3978	"A2353"	      2	"~A9100V != "" AND ~A9100V = 3"	2	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,104"
        3979	"A2353"	      3	"~A9100V != "" AND ~A9100V = 4"	3	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,104"
        3980	"A2353"	      4	"~A9100V != "" AND ~A9100V = 5"	4	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,104"
        3981	"A9100"	     12	"~AE024V = 1"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"AL"	"        74,481"
        3982	"A9100"	     13	"~AE024V = 2"	3	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3983	"A9100"	     14	"~AE024V = 3"	4	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3984	"A9100"	     15	"~AE024V = 4"	5	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3985	"P9779"	      3	"(~AE024V != "" AND ~P9005G != "") AND ~AE024V = 1"	""County Court of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,109"
        3986	"P9779"	      4	"(~AE024V != "" AND ~P9020V !="" AND ~P9005G != "") AND ~AE024V = 2"	""County Court at Law Number " & ~P9020V & " of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,109"
        3987	"AE024"	      1	"~A8998V != """	"~A8998V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,457"
        3988	"A8995"	      1	"~A9100V = 1"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,457"
        3989	"A8995"	      2	"~A9100V = 3"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,457"
        3990	"A8995"	      3	"~A9100V = 4"	3	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,457"
        3991	"A8995"	      4	"~A9100V = 5"	4	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,457"
        3992	"A9100"	     18	"~A8995V = 3"	4	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,457"
        3993	"A9100"	     19	"~A8995V = 4"	5	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,457"
        3994	"AE024"	      2	"~A9100V = 2"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"WM"	"        74,460"
        3995	"AE024"	      3	"~A9100V = 3"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"WM"	"        74,460"
        3996	"AE024"	      4	"~A9100V = 4"	3	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"WM"	"        74,460"
        3997	"AE024"	      5	"~A9100V = 5"	4	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"WM"	"        74,460"
        3999	"I1044"	      4	"~A6102V =4"	""County Court at Law of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,471"
        4000	"I1044"	      5	"~A6102V =5"	""County Criminal Court at Law Number ~P9020V, ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,471"
        4001	"I6100"	      4	"~A2110V = "Y" AND ~A6102V = 4"	""captio14""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"TAW"	"        74,460"
        4002	"I6100"	      5	"~A2110V = "Y" AND ~A6102V = 5"	""captio15""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"TAW"	"        74,460"
        4003	"I6200"	      4	"~A6102V = 4"	""captio14""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"TAW"	"        74,460"
        4004	"I6200"	      5	"~A6102V = 5"	""captio15""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"TAW"	"        74,460"
        4006	"P9182"	      5	"~A6102V = 4"	""County Court at Law""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,460"
        4007	"P9182"	      6	"~A6102V = 5"	""County Criminal Court at Law Number " & ~P9020V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,460"
        4008	"M7000"	     68	"SEL:DOC_NO = "DOC0957""	""Motion for Free Reporter's Record on Appeal""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,462"
        4009	"IB014"	      1		"LISTDIM("and",~P4152V,0,~L8040V)"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,463"
        4010	"AD005"	      1	"~A9990V != 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"AL"	"        74,468"
        4011	"AD010"	      1	"~A9990V != 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"AL"	"        74,468"
        4012	"AD000"	      1	"~A9990V !=2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"AL"	"        74,468"
        4013	"AD015"	      1	"~A9990V != 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"AL"	"        74,468"
        4014	"P9004"	      1	"~P5604G != """	"~P5604G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,475"
        4017	"P9533"	      1	"~P9529V != """	"~P9529V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"JAB"	"        74,476"
        4018	"M0008"	      4	"~A9100V = 5"	""IN THE COUNTY CRIMINAL COURT AT LAW""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        74,481"
        4021	"IF004"	      1		"CHOOSETF(~AF004V = 1,"the proportion of services performed by the above-referenced lawyers, law firms and Attorney(s)","an agreement by the above-referenced lawyers, law firms and Attorney(s) to assume joint responsibility for the representation")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4022	"IF005"	      1	"~AF002V = 3"	""referral""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4023	"IF005"	      2	"~AF002V = 4"	""association""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4024	"AF004"	      1	"~AF002V != 3 AND ~AF002V != 4"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4025	"AF006"	      1	"~AF002V != 3 AND ~AF002V != 4"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4026	"DF002"	      1	"~AF002V != 2 AND ~AF002V != 3 AND ~AF002V !=4"	"EF002V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4027	"DF004"	      1	"~AF002V != 2"	"EF004V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4028	"DF006"	      1	"~AF002V != 3 AND ~AF002V != 4"	"EF006V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4029	"DF008"	      1	"~AF006V != 1"	"EF008V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4030	"DF010"	      1	"~AF006V != 2"	"EF010V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4031	"DF012"	      1	"~AF004V != 1"	"EF012V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4032	"DF014"	      1	"~AF004V != 2"	"EF014V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4033	"DF016"	      1	"~AF002V != 3"	"EF016V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4034	"DF017"	      1	"~AF002V != 4"	"EF017V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"HC"	"        74,545"
        4095	"I9991"	      1	"~A9102V = 1"	""CAPTIO16""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"LJ"	"        74,686"
        4096	"I9991"	      2	"~A9102V = 2"	""CAPTIO17""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"LJ"	"        74,686"
        4097	"I9991"	      3	"~A9102V = 3"	""CAPTIO18""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"LJ"	"        74,686"
        4098	"D0022"	      1	"~A0010V != "Y""	"E0022V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,686"
        4099	"D0024"	      1	"~A0010V != "N""	"E0024V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,686"
        4100	"A5068"	      1	"~A0010V = "Y""	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,686"
        4101	"D0026"	      1	"~A0012V != "Y""	"E0026V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,687"
        4102	"D0028"	      1	"~A0012V != "N""	"E0028V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,687"
        4103	"D5303"	      1	"~A5312[LOOP()]V != "Y""	"E5303V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,688"
        4104	"D5305"	      1	"~A5312[LOOP()]V != "N""	"E5305V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,688"
        4105	"A5312"	      1	"~A5310[LOOP()]V != 3"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,688"
        4106	"I0012"	      1	"~A0012V = "Y""	""20""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,691"
        4107	"I0012"	      2	"~A0012V = "N""	""10""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,691"
        4109	"A5060"	      1	"~A0012V != "N""		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,691"
        4110	"A9022"	      2	"~A9018V = "N" AND (~A9015V != 1 AND ~A9015V != 3)"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,692"
        4111	"A9022"	      1	"~A9018V = "Y""		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,692"
        4113	"D9912"	      1	"~A9022V != "N""	"E9912V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,692"
        4114	"P4600"	      1	"~A9022V = "Y""	""Spanish""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LJ"	"        74,692"
